carretera_codigo,tramo_nombre,estacion_id,estacion_nombre,velocidad_media,imd_ascendentes,imd_descendentes,imd_total,imd_pesados,año
TF-636,Carretera Municipal a El Salto,737,SAN ISIDRO EL SALTO,74.13,1488.0,1772.0,3260,51,2021
TF-636,Acceso a los Blanquitos,739,CUEVA GACHA,56.52,1354.0,1423.0,2777,78,2021
TF-636,Chimiche,741,HOYA SUAREZ,0.0,,,1057,24,2021
TF-638,Los Blanquitos,743,LOS BLANQUITOS TF-28,0.0,,,913,19,2021
TF-64,Acceso a las Palomas,315,GRANADILLA-CRUCE CHARCO EL PINO,0.0,,,15871,360,2021
TF-64,Autopista del Sur,319,SAN ISIDRO-P. CARRETERAS,66.42,6157.0,6087.0,12244,278,2021
TF-64,Acceso a Los Abrigos,323,TF-1 - CRUCE LA TEJITA,0.0,,,18138,394,2021
TF-64,El Médano,325,EL MEDANO,0.0,,,19075,419,2021
TF-643,Acceso Urbanización La Mareta,745,MEDANO LA TEJITA,0.0,,,5298,116,2021
TF-643,Los Abrigos,749,ABRIGOS (AGUADULCE),0.0,,,5745,126,2021
TF-645,El Guincho,751,CARRETERA ATOGO,0.0,,,698,15,2021
TF-647,Acceso a Charco del Pino,753,CHARCO DEL PINO,46.32,4089.0,3950.0,8039,221,2021
TF-647,Las Socas,755,LAS ZOCAS,0.0,,,6272,158,2021
TF-65,Acceso a Las Socas,327,SAN MIGUEL- CRUCE LAS ZOCAS,0.0,,,6494,147,2021
TF-65,Acceso a Aldea Blanca,329,ANTES CRUCE ALDEA BLANCA,0.0,7160.0,7012.0,14172,322,2021
TF-65,Autopista del Sur,331,PASADO CRUCE ALDEA BLANCA,0.0,,,13791,268,2021
TF-65,El Guincho,333,AMARILLA-CRUCE ATOGO,0.0,,,12403,228,2021
TF-65,Los Abrigos,335,LOS ABRIGOS,64.75,6576.0,6889.0,13465,288,2021
TF-652,Guargacho,757,ANTES DE GUARGACHO,0.0,,,17437,361,2021
TF-652,Acceso a Costa de el Silencio,759,LLANOS DE GUARGACHO,0.0,,,12061,227,2021
TF-652,Las Galletas,761,LAS ROSAS,0.0,,,14848,326,2021
TF-653,Guaza,763,MAJADA HONDA,0.0,3418.0,5298.0,8716,164,2021
TF-655,Acceso a Guargacho,765,POL IND LAS CHAFIRAS,0.0,,,20825,481,2021
TF-655,Parque de la Reina,767,KARTING DEL SUR,0.0,,,12147,267,2021
TF-655,Guaza,769,EL CHO,45.29,4212.0,2912.0,7124,111,2021
TF-655,Los Cristianos,773,LOS CRISTIANOS,74.94,4537.0,4428.0,8965,281,2021
TF-657,Acceso a Las Galletas,775,ALDEA BLANCA,0.0,,,5967,149,2021
TF-657,Acceso a Valle de San Lorenzo,779,BUZANADA CAMPO FUTBOL,0.0,,,5126,89,2021
TF-657,Cabo Blanco,781,CABO BLANCO,0.0,5481.0,6112.0,11593,165,2021
TF-657,La Camella,783,LA CAMELLA,0.0,,,9226,45,2021
TF-66,Buzanada,337,VALLE SAN LORENZO-BUZANADA,0.0,,,10978,59,2021
TF-66,Final Zona Urbana de Guaza,339,BUZANADA-TF-1,0.0,,,21453,169,2021
TF-66,Acceso a Guargacho,343,GUAZA-CRUCE TF-653,72.76,11700.0,12410.0,24110,529,2021
TF-66,Acceso a Los Frailes,345,ANTES DEL FRAILE,0.0,,,14707,329,2021
TF-66,Las Galletas-Playa,347,PLAYA LAS GALLETAS,0.0,,,11940,262,2021
TF-662,Int. con TF-655,785,A CACTUS PARK,0.0,,,244,8,2021
TF-665,Los Cristianos,787,LOS CRISTIANOS,61.95,18501.0,20296.0,38797,1398,2021
TF-82,Las Canales,349,ANTES DEL TUNEL ICOD,49.38,764.0,1324.0,2088,96,2021
TF-82,Acceso La Vega,350,ANTES DE GENOVÉS,0.0,,,1828,84,2021
TF-82,Acceso a Garachico,351,EL TANQUE-PTO ESCONDIDO,0.0,,,2500,115,2021
TF-82,Acceso a Tierra del Trigo,353,CAMEL PARK- EL TANQUE,0.0,3331.0,3429.0,6760,311,2021
TF-82,Ruigomez,354,RUIGOMEZ,0.0,,,7812,359,2021
TF-82,Erjos,355,PASANDO ERJOS,0.0,,,6340,291,2021
TF-82,Santiago del Teide,357,ERJOS-SANTIAGO DEL TEIDE,0.0,,,9505,437,2021
TF-82,Acceso a Arguayo,359,PASADO SANTIAGO DEL TEIDE,0.0,,,9085,418,2021
TF-82,Tamaimo,361,ANTES DE TAMAIMO,0.0,,,2310,88,2021
TF-82,CHIO,363,ANTES DE CHIO,0.0,,,3745,114,2021
TF-82,Acceso a Playa de San Juán,365,ANTES GUIA ISORA,0.0,,,4547,138,2021
TF-82,Acceso a Vera de Erques,369,PASADO GUIA DE ISORA,53.47,1775.0,1692.0,3467,143,2021
TF-82,Acceso a Tijoco Alto,371,BARRANCO ERQUES,73.31,2241.0,2331.0,4572,109,2021
TF-82,Acceso a la Quinta,373,ENTRE TIJOCO Y TAUCHO,0.0,,,7113,246,2021
TF-82,Armeñime,375,LOS MENORES,65.65,5211.0,5053.0,10264,308,2021
TF-258,La carcel,540,CARCEL TENERIFE 2,0.0,,,1043,36,2021
TF-352,La Guancha,622,EL PIRS- LA GUANCHA,0.0,,,4960,134,2021
TF-629,Villa de Arico,732,ABADES,74.19,1187.0,1125.0,2312,64,2021
TF-316,Intersección TF-320,582,BAJADA MARITÍN-PTO CRUZ,0.0,4907.0,4446.0,9353,253,2021
VL,Plaza España,901,VIA LITORAL,50.31,10655.0,13130.0,23785,329,2021
TF-1,Int TF-4,1,DEPURADORA S/C,113.62,11836.0,12529.0,24365,1058,2022
TF-1,Radazul,11,AÑAZA,97.0,50773.0,47997.0,98770,4016,2022
TF-1,Polígono Güímar,21,BARRANCO HONDO,92.62,43626.0,48015.0,91641,4006,2022
TF-1,Pto Güimar,27,GÜÍMAR,103.15,28723.0,29876.0,58599,3690,2022
TF-1,Arico,29,TÚNELES GÜÍMAR,97.01,20607.0,24883.0,45490,4742,2022
TF-1,Granadilla,41,EL PORÍS DE ABONA,105.86,20267.0,21499.0,41766,2740,2022
TF-1,Aeropuerto Sur,47,SAN ISIDRO,81.45,25304.0,23636.0,48940,3423,2022
TF-1,Guaza,49,AEROPUERTO SUR,92.56,38389.0,32669.0,71058,3976,2022
TF-1,Cristianos,57,LOS CRISTIANOS,100.97,42356.0,45957.0,88313,4153,2022
TF-1,Adeje,65,FAÑABE,88.39,37360.0,36101.0,73461,1938,2022
TF-1,Bajada Fonsalia,66,Los Menores,87.42,14667.0,15087.0,29754,828,2022
TF-1,Enlace Chio,67,Guía de Isora,86.6,10155.0,7774.0,17929,273,2022
TF-1,Santiago del Teide,68,TUNEL DEL BICHO,106.45,7087.0,5090.0,12177,291,2022
TF-11,San Andrés,140,DARSENA PESQUERA,74.67,6549.0,5846.0,12395,353,2022
TF-111,Carretera de Ifara,377,MIR. DE LOS CAMPITOS,0.0,,,843,17,2022
TF-111,Valle Jiménez,379,EMBALSE LOS CAMPITOS,0.0,,,1775,35,2022
TF-111,Camino de la Piterita,381,VALLES TABARES,0.0,,,3097,62,2022
TF-111,La Cuesta,383,LA PITERITA V. TABARES,0.0,,,5495,109,2022
TF-113,Vía de Ronda,385,CAMINO LAS PERAS,48.78,2645.0,942.0,3587,188,2022
TF-113,Las Mercedes,387,JARDINA,0.0,,,6107,122,2022
TF-114,Final Pico del Inglés,389,PICO DEL INGLÉS,0.0,,,584,12,2022
TF-12,Acceso a Taganana,143,SAN ANDRES ROSA GRANDE,41.5,953.0,859.0,1812,135,2022
TF-12,Acceso a Chamorga,145,PAS. CRUCE TAGANANA,0.0,,,901,26,2022
TF-12,Acceso a Afur,147,ANTES CRUCE AFUR,0.0,,,1143,33,2022
TF-12,Acceso a las Carboneras,149,ANTES CRU.CARBONERAS,0.0,,,1317,26,2022
TF-12,Pico del Inglés,151,ANTES CRU.PICO INGLE,0.0,,,1547,31,2022
TF-12,Acceso a los Batanes,153,CRUZ DEL CARMEN,28.13,1342.0,1185.0,2527,176,2022
TF-12,Las Mercedes,155,CANTERAS (RISQUETES),36.42,1433.0,1502.0,2935,198,2022
TF-12,Las Canteras,157,LAS CANTERAS,0.0,,,4349,87,2022
TF-121,Cantera de Piqué,393,ANTES DEL SUCULUM,0.0,,,2311,66,2022
TF-121,Acceso a Las Gaviotas,395,LAS GAVIOTAS,0.0,,,1598,46,2022
TF-121,Igueste de San Andrés,397,IGUESTE DE SAN ANDRES,0.0,,,884,25,2022
TF-123,Acceso a Lomo de las Bodegas,401,BAILADERO-CHAMORGA,0.0,,,420,12,2022
TF-123,Chamorga,403,CHAMORGA,0.0,,,192,5,2022
TF-125,Lomo de las Bodegas,405,LOMO DE LAS BODEGAS,0.0,,,94,3,2022
TF-13,Mercado de La Laguna,159,VIA RONDA,62.41,15227.0,15843.0,31070,1205,2022
TF-13,Las Mercedes,163,EL BRONCO,0.0,,,22235,442,2022
TF-13,Acceso a La Laguna,165,LA VEGA,0.0,10408.0,9082.0,19490,388,2022
TF-13,Las Canteras,167,LAS CANTERAS,0.0,,,22975,457,2022
TF-13,Pedro Alvarez,169,CRUCE PEDRO ALVAREZ,0.0,,,19610,390,2022
TF-13,Tegueste,171,TEGUESTE (PAÑUELAS),52.18,9194.0,9550.0,18744,373,2022
TF-13,Variante Tejina,173,TEJINA (ASOMADA),0.0,,,17291,344,2022
TF-13,Tejina,174,TEJINA (VARIANTE),49.63,5631.0,5356.0,10987,126,2022
TF-13,Bajamar,175,TEJINA (CH.MANISERO),52.41,7829.0,7780.0,15609,389,2022
TF-13,Punta del Hidalgo,177,BAJAMAR,0.0,,,7879,157,2022
TF-134,Taganana,407,TAGANANA ANTES TÚNEL,38.98,811.0,798.0,1609,87,2022
TF-134,Benijos,409,PLAYA ALMACIGA,0.0,,,1317,38,2022
TF-136,Afur,415,A ROQUE NEGRO,0.0,,,350,10,2022
TF-138,Taborno,417,A TABORNO,0.0,,,205,6,2022
TF-141,Pedro Alvarez,419,A PEDRO ALVAREZ,0.0,,,1767,35,2022
TF-143,El Batán,421,A EL BATAN,0.0,,,446,9,2022
TF-145,Aceso a Taborno,423,PICO DEL INGLES,0.0,,,521,10,2022
TF-145,Las Carboneras,425,A LAS CARBONERAS,0.0,,,361,10,2022
TF-152,Enlace del Aeropuerto,426,SAN LAZARO,50.48,6018.0,10552.0,16570,843,2022
TF-152,Aeropuerto de Los Rodeos,427,HOYA D. CAMELLO-LAGUNA,52.97,4489.0,5453.0,9942,457,2022
TF-152,Acceso a el Portezuelo,429,PORTEZUELO ALTO,0.0,7447.0,8815.0,16262,386,2022
TF-152,Enlace TF-5,431,ERMITA CRUZ CHICA,54.37,6213.0,5589.0,11802,280,2022
TF-152,Acceso a Guamasa,435,ANTES CRUCE TF-156,0.0,,,18777,445,2022
TF-152,Acceso a Aguagarcía,437,LA CARIDAD,0.0,,,8287,197,2022
TF-152,El Sauzal,445,EL SAUZAL,0.0,,,6117,145,2022
TF-154,Acceso a depósito regulador de Valle Mol,447,EL PORTEZUELO,0.0,4877.0,4820.0,9697,230,2022
TF-154,Tegueste,449,EL SOCORRO,0.0,,,5934,190,2022
TF-156,Camino de acceso a Garimba,451,GUAMASA- BOQUERÓN,0.0,,,10231,243,2022
TF-156,Valle Guerra,453,BOQUERÓN- INST. ICIA,0.0,,,4233,135,2022
TF-16,Valle Guerra,185,DEPURADORA (VALLE GUERRA),54.84,4011.0,4157.0,8168,199,2022
TF-16,Acceso a Guamasa,183,VALLE GUERRA-CABRERA,59.67,4663.0,4452.0,9115,247,2022
TF-16,Acceso al Pris,181,TACORONTE-CALLEJON G.,13.36,5120.0,4762.0,9882,316,2022
TF-16,Tacoronte,179,TACORONTE-GUARDIA CIVIL,39.42,5211.0,6727.0,11938,513,2022
TF-161,Acceso a Jover,455,DESTILERIA COCAL,0.0,,,2722,87,2022
TF-161,La Barranquera,457,BAJADA SALINA-V. GUERRA,0.0,,,986,32,2022
TF-163,Acceso a Tacoronte,459,ANTES CRUCE EL PRIS,0.0,,,1026,33,2022
TF-163,El Pris,461,EL PRIS CLUB TAGORO,0.0,,,1753,56,2022
TF-165,Acceso a Mesa del Mar,463,ESC. AGRARIA TACORONTE,0.0,,,2917,93,2022
TF-165,Juán Fernádez,465,JUAN FERNANDEZ,0.0,,,1431,46,2022
TF-174,La Victoria,469,PAS. A PUNTILLO SOL,0.0,,,2373,96,2022
TF-176,El Rincón,471,A EL BOYUYO,0.0,,,1455,59,2022
TF-2,Muñeco Nieve,69,CUEVAS BLANCAS,64.68,31331.0,30352.0,61683,1798,2022
TF-2,TF-5,75,AL CAMPO LA LAGUNA,54.81,25617.0,24607.0,50224,1686,2022
TF-21,TF-211,187,MIRADOR DE HUMBOLDT,0.0,,,6236,252,2022
TF-21,Acceso a San Antonio,189,OROTAVA LA FLORIDA,0.0,,,13568,568,2022
TF-21,Acceso a Benijos,191,LA OROTAVA.(CHASNA),0.0,,,3095,130,2022
TF-21,El Portillo,193,LA CALDERA,0.0,,,1541,65,2022
TF-21,Boca de Tauce,195,TELEFÉRICO,51.97,1610.0,706.0,2316,121,2022
TF-21,Vilaflor,197,ANTES DE VILAFLOR,0.0,,,1304,24,2022
TF-21,Acceso a el Frontón,199,VILAFLOR-EL PILÓN,0.0,,,885,21,2022
TF-21,Cruz de Tea,200,CRUZ DE TEA,0.0,,,355,8,2022
TF-21,Granadilla,201,GRANADILLA-CAMPO FUTBOL,0.0,,,1490,35,2022
TF-211,Orotava,485,RAMAL A LA OROTAVA,49.65,12131.0,14216.0,26347,1112,2022
TF-213,Autopista del Norte,487,INICIO TF-213 LA VICTORIA,0.0,,,3234,131,2022
TF-213,Santa Ursula,489,EL CAÑÓN-SANTA ÚRSULA,0.0,,,6642,268,2022
TF-215,Final Zona Urbana de La Matanza,491,LA MATANZA MAJUELOS,0.0,,,3093,125,2022
TF-215,Autopista del Norte,493,FABRICA MÁRMOL-SAUZAL,0.0,,,675,27,2022
TF-217,La Matanza,495,LA MATANZA FUE. LOMO,35.25,7064.0,6981.0,14045,567,2022
TF-217,La Matanza,496,TOSCA DE GUIA-MATANZA,0.0,,,10297,416,2022
TF-217,La Victoria,497,ANTE CRUC-TF-213-VICTORIA,0.0,,,9416,380,2022
TF-217,Santa Ursula,499,VICTORIA PTE HIERRO,0.0,,,7475,302,2022
TF-217,La Corujera,500,ANTES DE LA CORUJERA,0.0,,,18749,757,2022
TF-217,Cuesta de La Villa,501,EL PINITO-SANTA URSULA,0.0,,,12037,486,2022
TF-217,Autopista del Norte,503,CUESTA LA VILLA,0.0,,,4694,189,2022
TF-226,El Bicho,505,ESPERANZA HUER.BICHO,0.0,,,1398,70,2022
TF-226,Agua García,507,COLEGIO AGUAGARCIA,0.0,,,1351,32,2022
TF-228,El Cantillo,509,AGUAGARCIA CASAS ALTAS,0.0,,,1988,47,2022
TF-235,Cruz Chica,511,CRUZ CHICA P.CARRET,43.4,5499.0,5324.0,10823,520,2022
TF-235,Campo de Golf,513,SUPREMA-CRUZ CHICA,45.21,3777.0,3610.0,7387,446,2022
TF-237,Acceso a la Esperanza,515,CRUZ CHICA-EL ORTIGAL,0.0,5139.0,5268.0,10407,247,2022
TF-237,Acceso a el Cantillo,517,BCO L. LAJAS-TACORONTE,0.0,,,5420,129,2022
TF-237,Agua García,519,AGUAGARCIA CR.TF-228,0.0,,,5408,128,2022
TF-24,Camino el Mataero,203,BALDIOS-PANASCA,52.83,7847.0,8417.0,16264,815,2022
TF-24,La Esperanza,205,ESPERANZA-HORNILLO,0.0,,,8458,424,2022
TF-24,Acceso a Las Rosas,207,LA ESPERANZA.(CASA FORESTAL),0.0,,,3250,163,2022
TF-24,Las Raices,209,ESPERANZA CRUCE TF-276,0.0,,,2216,111,2022
TF-24,Acceso a Arafo,211,ANTES CRUCE LOS LOROS,0.0,,,1152,58,2022
TF-24,Izaña,213,PASADO CRUCE LOS LOROS,0.0,546.0,615.0,1161,58,2022
TF-24,El Portillo,215,PORTILLO VIEJO LAGUNA,0.0,,,1176,49,2022
TF-245,Arafo,523,ARAFO (LA HIDALGA),0.0,,,5874,161,2022
TF-247,Acceso a Malpaís,525,A MALPAIS,0.0,,,1299,36,2022
TF-247,Acceso a Las Cuevecitas,527,A LAS CUEVECITAS,0.0,,,714,20,2022
TF-247,Araya,529,ANTES DE ARAYA,0.0,417.0,412.0,829,23,2022
TF-247,Carretera General del Sur,531,LA PUNTA-ARAYA,0.0,,,1671,46,2022
TF-252,Intersección TF-4122 con ramal de enlace,533,ANTES COLEG. IGUESTE,0.0,,,543,15,2022
TF-252,Acceso a Carretera General,535,DESPUÉS COLEG. IGUESTE,0.0,,,2690,74,2022
TF-254,Barranco Hondo,537,A BARRANCO HONDO,0.0,,,2997,82,2022
TF-256,El Tablero,539,EL TABLERO,0.0,,,7491,251,2022
TF-263,Geneto,543,POLVORÍN GENETO,0.0,2991.0,2041.0,5032,169,2022
TF-265,Acceso a la Esperanza,545,LA LAGUNA C. NURIANA,0.0,,,8249,413,2022
TF-265,Acceso al cementerio de San Luis,547,CIUDAD DEPORTIVA TEN.,0.0,,,10930,548,2022
TF-265,Llano del Moro,549,LLANO DEL MORO,0.0,,,5876,197,2022
TF-272,Llano del Moro,553,EL SOBRADILLO,0.0,,,6643,223,2022
TF-272,La Esperanza,555,LLANO MORO-ESPERANZA,0.0,,,3552,178,2022
TF-274,Escuela Hogar,557,PREVENTORIO-ESPERANZA,0.0,,,1486,74,2022
TF-276,Las Raices,559,LAS RAICES,0.0,,,280,14,2022
TF-28,Acceso a el Tablero,217,ANTES CRUCE S. MARIA M.,0.0,5272.0,4678.0,9950,334,2022
TF-28,Tabaiba,220,PASANDO CRUCE EL TABLERO,0.0,,,4963,167,2022
TF-28,Barranco Hondo,221,TABAIBA-BCO. HONDO,0.0,,,724,20,2022
TF-28,Acceso Autopista del Sur,223,BCO. HONDO-GASOLINERA,0.0,,,3609,99,2022
TF-28,Caletillas,224,CUESTA LAS TABLAS,0.0,,,392,11,2022
TF-28,Igueste de Candelaría,225,PASADO ACCESO CALETILLAS,0.0,,,1147,31,2022
TF-28,Araya,227,URB. BRILLASOL,0.0,,,1965,54,2022
TF-28,Acceso a Candelaría,229,BARRANCO DE AROBA,0.0,,,4012,110,2022
TF-28,Malpaís de Candelaría,231,LA PEDRERA (ARAFO),0.0,,,922,25,2022
TF-28,La Hidalga,233,ANTES SUBIDA ARAFO,0.0,,,2384,65,2022
TF-28,Acceso a Arafo,235,ARAFO (HIDALGA),0.0,,,15075,413,2022
TF-28,Güímar,237,SAN FRANCISCO JAVIER,0.0,4497.0,5011.0,9508,261,2022
TF-28,El Escobonal,239,GÜÍMAR(EL BADEN),0.0,,,2288,63,2022
TF-28,Acceso a la Zarza,241,ANTES DE SUBIDA LA ZARZA,0.0,,,805,22,2022
TF-28,Fasnia,243,ANTES DE FASNIA,0.0,,,1141,31,2022
TF-28,Acceso a El Bueno,245,LAS CASITAS (ARICO),0.0,,,286,8,2022
TF-28,Arico Viejo,247,ANTES DE ARICO VIEJO,0.0,,,761,21,2022
TF-28,Bajada al Poris,249,TEGUEDITE,0.0,,,1269,35,2022
TF-28,Arico,250,PASANDO VILLA DE ARICO,0.0,,,1533,42,2022
TF-28,Chimiche,251,ANTES CHIMICHE,0.0,,,1018,24,2022
TF-28,Acceso a las Palomas,253,DESPUÉS CHIMICHE,0.0,,,1841,43,2022
TF-28,Los Blanquitos,255,ANTES LOS BLANQUITOS,0.0,,,770,18,2022
TF-28,Granadilla,257,ANTES DE GRANADILLA,0.0,,,1576,37,2022
TF-28,Charco del Pino,258,ANTES CHARCO DEL PINO,0.0,,,3388,79,2022
TF-28,Acceso a el Frontón,259,ANTES DEL CRUCE FRONTON,0.0,,,2239,52,2022
TF-28,San Miguel,261,ANTES SAN MIGUEL,0.0,,,3517,82,2022
TF-28,El Roque,263,TAMAIDE (SAN MIGUEL),0.0,,,4216,99,2022
TF-28,Valle San Lorenzo,265,EL ROQUE SAN MIGUEL,0.0,,,2841,67,2022
TF-28,La Camella,267,LA FLORIDA (V S LORENZO),0.0,3857.0,4334.0,8191,149,2022
TF-28,Acceso a Arona,269,ANTE DE CHAYOFA ARONA,0.0,,,17464,317,2022
TF-28,Autopista del Sur,271,HOSPITAL DEL SUR,71.06,12526.0,12974.0,25500,463,2022
TF-281,La Hidalga,561,EL VOLCAN,61.42,7429.0,9162.0,16591,455,2022
TF-283,Autopista del Sur,563,CANDELARIA AROBA,0.0,,,8018,220,2022
TF-287,Barranco Hondo,567,BARRANCO HONDO CRUCE TF-1,0.0,,,4538,124,2022
TF-29,TF-5,272,C. SANTA LASTENIA,51.48,16796.0,15271.0,32067,1276,2022
TF-293,Barranco Grande,569,SANTA MARIA DEL MAR,0.0,2030.0,1046.0,3076,103,2022
TF-31,Acceso a el Botánico,273,PICO VIEJO,62.09,13189.0,12307.0,25496,1147,2022
TF-31,Pto. de la Cruz (Martianez),275,PTO.CRUZ (MARTIANEZ),0.0,,,11286,508,2022
TF-312,Puerto de la Cruz,573,PTO.CRUZ (BOTANICO),43.92,6770.0,8181.0,14951,935,2022
TF-312,Acceso a las Dehesas,575,CRUC. L DEHESAS-PTO CRUZ,0.0,7662.0,10498.0,18160,386,2022
TF-312,Las Arenas,577,ARENAS,0.0,,,21879,465,2022
TF-315,Camino del Burgado,579,PTO CRUZ-DEHESA BAJA,0.0,,,5155,109,2022
TF-320,Acceso a el Puerto de la Cruz,583,LIDL- LAS ARENAS,0.0,,,17866,804,2022
TF-320,Enlace TF-316,585,COLE. CASA AZUL,0.0,5641.0,7103.0,12744,534,2022
TF-320,La Zamora,587,PARQUE CARRETERAS LOS REALEJOS,0.0,,,9035,192,2022
TF-324,Los Realejos,591,CRUZ SANTA-LOS REALEJOS,0.0,,,9894,414,2022
TF-326,Benijos,593,LA PIÑERA-PALO BLANCO,0.0,,,4072,171,2022
TF-326,Acceso a la Orotava,599,CENTRO MÉDICO-BENIJO,0.0,,,1480,62,2022
TF-333,La Montañeta,601,AL CAMPO LA VILLA,0.0,4931.0,5513.0,10444,437,2022
TF-333,Los Realejos,603,MONASTERIO REALEJOS,0.0,,,12908,541,2022
TF-342,Icod el Alto,607,REALEJOS-PRINCIPES,38.5,2475.0,2500.0,4975,146,2022
TF-342,Acceso a San Juán de la Rambla,609,BCO CABRERA-S J RAMBLA,0.0,,,2417,51,2022
TF-342,La Guancha,611,ANTES DE LA GUANCHA,0.0,,,4660,99,2022
TF-342,Icod,613,LA MANCHA A LA GUANCHA,0.0,,,2009,43,2022
TF-344,La Guancha,615,CASA FORESTAL- GUANCHA,0.0,,,192,4,2022
TF-351,San José,617,SAN JUAN DE LA RAMBLA,0.0,,,2849,61,2022
TF-351,La Guancha,621,SAN JOSE,0.0,,,1037,22,2022
TF-353,La Guancha de Abajo,623,EL CONVENTO,0.0,,,1786,38,2022
TF-366,El Amparo,629,EL AMPARO,0.0,,,5261,112,2022
TF-366,La Vega,631,AMPARO LOS BARROS,0.0,,,3785,80,2022
TF-373,Acceso a el Amparo,633,DE TF-82 A LA VEGA,0.0,,,399,8,2022
TF-373,San José de los Llanos,635,LA VEGA,0.0,,,2652,56,2022
TF-373,Puerto de Erjos,641,ERJOS-SAN JOSE DE LOS LLANOS,0.0,,,4224,90,2022
TF-375,Arguayo,643,DEL ANILLO I. A L MANCHAS,0.0,,,674,14,2022
TF-375,Chio,645,CHIO CAMPO FUTBOL,0.0,,,835,22,2022
TF-38,Chio,277,CHIO-BOCA TAUCE,0.0,,,2005,53,2022
TF-4,Autopista del sur,81,VIA DE PENETRACIÓN,78.26,16224.0,15318.0,31542,2508,2022
TF-414,Playa de San Marcos,647,ICOD-SAN MARCOS,0.0,,,2752,58,2022
TF-42,Icod,135,BUEN PASO,60.85,11186.0,10554.0,21740,695,2022
TF-42,La Centinela,137,ICOD EL EMPALME,0.0,,,20096,427,2022
TF-42,San Marcos,139,CRUCE SAN MARCOS,67.94,6206.0,6750.0,12956,275,2022
TF-42,Garachico,279,TÚNEL GUINCHO,58.77,5593.0,5852.0,11445,136,2022
TF-42,Los Silos,281,GARACHICO-LOS SILOS,0.0,,,8631,183,2022
TF-42,Buenavista,283,LOS SILOS-BUENAVISTA,0.0,,,8375,178,2022
TF-421,El Tanque,649,LAS CRUCES,0.0,,,1113,24,2022
TF-421,San Juán del Reparo,653,DE TANQUE BAJO A TF-82,0.0,,,1083,23,2022
TF-423,Tierra del Trigo,655,A TIERRA DEL TRIGO,0.0,,,1135,24,2022
TF-436,Acceso a Los Carrizales,657,EL PALMAR,0.0,1025.0,901.0,1926,41,2022
TF-436,Masca,663,LAS PORTELAS,0.0,,,651,14,2022
TF-436,Santiago del Teide,665,A SANTIAGO DEL TEIDE,0.0,,,1436,30,2022
TF-445,Faro de Teno,669,FARO DE TENO-CARDON,0.0,,,370,8,2022
TF-454,Acceso a Alcalá,671,A LOS GIGANTES,36.56,1818.0,2962.0,4780,162,2022
TF-454,Puerto de Santiago,673,TAMAIMO A CRUC. GIGANTES,0.0,2486.0,2606.0,5092,191,2022
TF-463,TF-1,674,DE GUIA DE ISORA A TF-1,0.0,,,7072,187,2022
TF-463,Playa de San Juán,675,PLAYA SAN JUAN,0.0,,,662,25,2022
TF-465,Acceso Urbanización Lago Abama,677,CHIQUITA INICIO TF-465,0.0,,,841,32,2022
TF-465,Carretera General del Sur,679,C. VERA  ERQUES CON TF-1,0.0,,,2643,70,2022
TF-465,Acceso a Tejina de Guía,681,SUBIDA VERA DE ERQUES,0.0,,,556,15,2022
TF-465,Vera de Erques,683,VERA DE ERQUES,0.0,,,753,20,2022
TF-47,Acceso a Callao Salvaje,285,ARMEÑIME-PEDREGALES,51.04,12142.0,13020.0,25162,943,2022
TF-47,Acceso a Vera de Erques,289,PASADO CALLAO SALVAJE,0.0,3378.0,2944.0,6322,237,2022
TF-47,Playa de San Juán,293,ANTES DE ABAMA,72.76,3005.0,2566.0,5571,446,2022
TF-47,Alcalá,295,PLAYA SAN JUAN-ALCALA,0.0,,,11996,450,2022
TF-47,Acceso a Playa de la Arena,297,PASADO ALCALA-JAQUITA,0.0,,,14097,528,2022
TF-47,Acceso a Los Gigantes,299,ANTES CRUCE L. GIGANTES,51.12,1655.0,2649.0,4304,134,2022
TF-481,San Eugenio,684,BCO TROYA-LAS AMERICAS,0.0,,,25296,676,2022
TF-5,Piscina Municipal,82,TÚNEL 3 DE MAYO,42.41,24555.0,1163.0,25718,397,2022
TF-5,Autopista del Sur,83,SOMOSIERRA,91.31,44076.0,43260.0,87336,1112,2022
TF-5,Al Campo,85,HOSPITAL RESIDENCIA,99.43,53647.0,45537.0,99184,1940,2022
TF-5,Padre Anchieta,93,CAMPUS GUAJARA,92.11,61221.0,46165.0,107386,1858,2022
TF-5,Bomberos,97,PADRE ANCHIETA,82.85,56614.0,52491.0,109105,3633,2022
TF-5,Aeropuerto de Los Rodeos,99,BOMBEROS LA LAGUNA,85.89,51845.0,56056.0,107901,3333,2022
TF-5,El Sauzal,103,ERMITA CRUZ CHICA,97.0,42330.0,43007.0,85337,2069,2022
TF-5,Puerto de La Cruz,111,LA MATANZA,74.68,34118.0,35675.0,69793,2353,2022
TF-5,Los Realejos,123,LA OROTAVA,91.71,32720.0,33782.0,66502,1835,2022
TF-5,Final Tramo Desdoblado,131,BCO EL PATRONATO,70.91,15216.0,16945.0,32161,683,2022
TF-5,San Juan de La Rambla,133,LOS REALEJOS-SOCORRO,0.0,,,29478,626,2022
TF-5,Santo Domingo,134,SANTA CATALINA,0.0,,,27750,589,2022
TF-5,Las Lajas,136,EL PEDREGAL,123.93,5004.0,4725.0,9729,974,2022
TF-5,el Tanque,138,EL AMPARO,108.56,4156.0,3979.0,8135,780,2022
