carretera_codigo,tramo_nombre,estacion_id,estacion_nombre,velocidad_media,imd_ascendentes,imd_descendentes,imd_total,imd_pesados,año
TF-463,Playa de San Juán,675,PLAYA SAN JUAN,0.0,,,659,24,2023
TF-465,Acceso Urbanización Lago Abama,677,CHIQUITA INICIO TF-465,0.0,,,1048,38,2023
TF-465,Carretera General del Sur,679,C. VERA  ERQUES CON TF-1,0.0,,,2892,72,2023
TF-465,Acceso a Tejina de Guía,681,SUBIDA VERA DE ERQUES,0.0,,,586,15,2023
TF-465,Vera de Erques,683,VERA DE ERQUES,0.0,,,794,20,2023
TF-47,Acceso a Callao Salvaje,285,ARMEÑIME-PEDREGALES,50.36,12199.0,13413.0,25612,938,2023
TF-47,Acceso a Vera de Erques,289,PASADO CALLAO SALVAJE,0.0,,,6414,235,2023
TF-47,Playa de San Juán,293,ANTES DE ABAMA,73.59,3096.0,2778.0,5874,298,2023
TF-47,Alcalá,295,PLAYA SAN JUAN-ALCALA,0.0,,,12659,464,2023
TF-47,Acceso a Playa de la Arena,297,PASADO ALCALA-JAQUITA,0.0,,,14558,533,2023
TF-47,Acceso a Los Gigantes,299,ANTES CRUCE L. GIGANTES,51.2,1797.0,2884.0,4681,146,2023
TF-481,San Eugenio,684,BCO TROYA-LAS AMERICAS,47.54,15840.0,14008.0,29848,1105,2023
TF-5,Piscina Municipal,82,TÚNEL 3 DE MAYO,41.74,23524.0,1374.0,24898,398,2023
TF-5,Autopista del Sur,83,SOMOSIERRA,93.41,44477.0,41383.0,85860,1289,2023
TF-5,Al Campo,85,HOSPITAL RESIDENCIA,86.41,53066.0,50461.0,103527,2039,2023
TF-5,Padre Anchieta,93,CAMPUS GUAJARA,92.33,60371.0,47454.0,107825,1824,2023
TF-5,Bomberos,97,PADRE ANCHIETA,82.52,54795.0,51307.0,106102,3136,2023
TF-5,Aeropuerto de Los Rodeos,99,BOMBEROS LA LAGUNA,85.56,51425.0,56052.0,107477,3571,2023
TF-5,El Sauzal,103,ERMITA CRUZ CHICA,97.8,43286.0,44069.0,87355,2214,2023
TF-5,Puerto de La Cruz,111,LA MATANZA,74.78,35829.0,36094.0,71923,2446,2023
TF-5,Los Realejos,123,LA OROTAVA,92.53,32623.0,34307.0,66930,1796,2023
TF-5,Final Tramo Desdoblado,131,BCO EL PATRONATO,78.99,15219.0,16906.0,32125,1043,2023
TF-5,San Juan de La Rambla,133,LOS REALEJOS-SOCORRO,70.39,14806.0,14885.0,29691,870,2023
TF-5,Santo Domingo,134,SANTA CATALINA,145.34,13871.0,14213.0,28084,572,2023
TF-5,Las Lajas,136,EL PEDREGAL,120.6,5271.0,4903.0,10174,881,2023
TF-5,el Tanque,138,EL AMPARO,107.78,4253.0,4190.0,8443,749,2023
TF-51,Arona,301,LA CAMELLA-ARONA,0.0,2431.0,2409.0,4840,99,2023
TF-51,Acceso a Ifonche,303,ARONA - LAS CASAS,0.0,1160.0,1119.0,2279,46,2023
TF-51,La Escalona,305,LA ESCALONA,0.0,,,2041,42,2023
TF-51,Camino Real (a La Escalona),307,PASADO LA ESCALONA,0.0,,,1824,37,2023
TF-51,Vilaflor,309,COOPERATIVA VILAFLOR,0.0,,,2018,41,2023
TF-514,Izaña,685,IZAÑA,0.0,,,304,11,2023
TF-523,La Cumbre,687,ARAFO LOS LOROS,0.0,,,1939,49,2023
TF-525,Arafo,689,ARAFO (CHOGO),0.0,,,4386,111,2023
TF-532,La Zarza,691,ANTES DE LA ZARZA,0.0,,,379,10,2023
TF-532,La Sombrera,693,SABINA ALTA,0.0,,,447,11,2023
TF-534,El Bueno,695,EL BUENO DESDE TF-28,0.0,,,90,2,2023
TF-555,Las Vegas,697,A LAS VEGAS,0.0,,,593,15,2023
TF-561,El Frontón,699,EL FRONTON,0.0,,,673,17,2023
TF-563,Calle El Portillo,701,SUBIDA EL FRONTON,0.0,,,1852,46,2023
TF-563,Acceso a el Frontón,703,PASADO EL FRONTON,0.0,,,907,23,2023
TF-563,Vilaflor,705,COOPERATIVA-VILAFLOR,0.0,,,784,20,2023
TF-565,Acceso a Jama,707,EL ROQUE,0.0,,,1148,29,2023
TF-565,La Escalona,709,JAMA-LA ESCALONA,0.0,,,805,16,2023
TF-567,Ifonche,711,LA ESCALONA-IFONCHE,0.0,,,674,14,2023
TF-583,Taucho,713,A TAUCHO,0.0,,,1824,45,2023
TF-585,Tijoco de Arriba,715,TIJOCO ALTO,0.0,,,1032,26,2023
TF-61,Autopista del Sur,311,DE GÜIMAR A LA TF-1,53.68,5691.0,6171.0,11862,254,2023
TF-61,Puerto de Guímar.,313,TF-1-EL PUERTITO,0.0,,,12620,318,2023
TF-616,Los Barrancos,718,LA CALETA,0.0,,,716,18,2023
TF-616,El Tablado,719,A EL TABLADO,0.0,,,465,12,2023
TF-617,El Escobonal,721,EL ESCOBONAL,0.0,,,1406,35,2023
TF-620,Fasnia,723,LOS ROQUES,0.0,,,1616,41,2023
TF-620,Fasnia,724,FASNIA (HOYA PERERA),0.0,,,899,23,2023
TF-622,Acceso a Icor,725,CARRETERA ICOR,0.0,,,1442,36,2023
TF-625,Autopista del Sur,727,ARICO (TOSCONITO),0.0,,,2562,65,2023
TF-627,Villa de Arico,731,EL PORIS CAR.EL LOMO,0.0,,,131,3,2023
TF-631,TF-632,734,San Miguel e Tajao,0.0,,,958,26,2023
TF-632,San Miguel de Tajao,733,A S. MIGUEL DE TAJAO,0.0,,,2930,81,2023
TF-636,Carretera Municipal a El Salto,737,SAN ISIDRO EL SALTO,75.06,1751.0,1811.0,3562,84,2023
TF-636,Acceso a los Blanquitos,739,CUEVA GACHA,56.48,1596.0,1711.0,3307,77,2023
TF-636,Chimiche,741,HOYA SUAREZ,0.0,,,1268,32,2023
TF-638,Los Blanquitos,743,LOS BLANQUITOS TF-28,0.0,,,941,24,2023
TF-64,Acceso a las Palomas,315,GRANADILLA-CRUCE CHARCO EL PINO,0.0,,,14056,352,2023
TF-64,Autopista del Sur,319,SAN ISIDRO-P. CARRETERAS,65.59,6559.0,6287.0,12846,322,2023
TF-64,Acceso a Los Abrigos,323,TF-1 - CRUCE LA TEJITA,49.78,10349.0,10372.0,20721,469,2023
TF-64,El Médano,325,EL MEDANO,0.0,,,20599,568,2023
TF-643,Acceso Urbanización La Mareta,745,MEDANO LA TEJITA,0.0,,,6824,188,2023
TF-643,Los Abrigos,749,ABRIGOS (AGUADULCE),0.0,,,7216,199,2023
TF-645,El Guincho,751,CARRETERA ATOGO,0.0,,,1531,42,2023
TF-647,Acceso a Charco del Pino,753,CHARCO DEL PINO,0.0,,,9160,230,2023
TF-647,Las Socas,755,LAS ZOCAS,0.0,,,7615,191,2023
TF-65,Acceso a Las Socas,327,SAN MIGUEL- CRUCE LAS ZOCAS,0.0,,,6493,163,2023
TF-65,Acceso a Aldea Blanca,329,ANTES CRUCE ALDEA BLANCA,0.0,,,15026,377,2023
TF-65,Autopista del Sur,331,PASADO CRUCE ALDEA BLANCA,0.0,,,12974,325,2023
TF-65,El Guincho,333,AMARILLA-CRUCE ATOGO,0.0,,,12889,355,2023
TF-65,Los Abrigos,335,LOS ABRIGOS,63.79,7261.0,7442.0,14703,392,2023
TF-652,Guargacho,757,ANTES DE GUARGACHO,0.0,,,21264,586,2023
TF-652,Acceso a Costa de el Silencio,759,LLANOS DE GUARGACHO,0.0,,,13299,367,2023
TF-652,Las Galletas,761,LAS ROSAS,0.0,,,16554,456,2023
TF-653,Guaza,763,MAJADA HONDA,0.0,,,10771,297,2023
TF-655,Acceso a Guargacho,765,POL IND LAS CHAFIRAS,0.0,,,21849,548,2023
TF-655,Parque de la Reina,767,KARTING DEL SUR,0.0,,,8334,230,2023
TF-655,Guaza,769,EL CHO,48.09,3796.0,3380.0,7176,252,2023
TF-655,Los Cristianos,773,LOS CRISTIANOS,75.04,7038.0,5623.0,12661,404,2023
TF-657,Acceso a Las Galletas,775,ALDEA BLANCA,0.0,,,7861,197,2023
TF-657,Acceso a Valle de San Lorenzo,779,BUZANADA CAMPO FUTBOL,0.0,,,5829,119,2023
TF-657,Cabo Blanco,781,CABO BLANCO,0.0,5597.0,6390.0,11987,244,2023
TF-657,La Camella,783,LA CAMELLA,0.0,,,11097,226,2023
TF-66,Buzanada,337,VALLE SAN LORENZO-BUZANADA,0.0,,,10894,222,2023
TF-66,Final Zona Urbana de Guaza,339,BUZANADA-TF-1,0.0,,,21885,445,2023
TF-66,Acceso a Guargacho,343,GUAZA-CRUCE TF-653,76.08,13092.0,13853.0,26945,743,2023
TF-66,Acceso a Los Frailes,345,ANTES DEL FRAILE,0.0,,,16968,468,2023
TF-66,Las Galletas-Playa,347,PLAYA LAS GALLETAS,0.0,,,12091,333,2023
TF-662,Int. con TF-655,785,A CACTUS PARK,0.0,,,551,11,2023
TF-665,Los Cristianos,787,LOS CRISTIANOS,61.13,23466.0,23477.0,46943,1940,2023
TF-82,Las Canales,349,ANTES DEL TUNEL ICOD,0.0,,,2277,49,2023
TF-82,Acceso La Vega,350,ANTES DE GENOVÉS,0.0,,,2087,45,2023
TF-82,Acceso a Garachico,351,EL TANQUE-PTO ESCONDIDO,0.0,,,2964,63,2023
TF-82,Acceso a Tierra del Trigo,353,CAMEL PARK- EL TANQUE,0.0,4201.0,4373.0,8574,183,2023
TF-82,Ruigomez,354,RUIGOMEZ,45.4,3484.0,4193.0,7677,459,2023
TF-82,Erjos,355,PASANDO ERJOS,0.0,,,8083,172,2023
TF-82,Santiago del Teide,357,ERJOS-SANTIAGO DEL TEIDE,0.0,,,11291,241,2023
TF-82,Acceso a Arguayo,359,PASADO SANTIAGO DEL TEIDE,0.0,,,13975,298,2023
TF-82,Tamaimo,361,ANTES DE TAMAIMO,0.0,,,2951,108,2023
TF-82,CHIO,363,ANTES DE CHIO,0.0,,,4569,113,2023
TF-82,Acceso a Playa de San Juán,365,ANTES GUIA ISORA,0.0,,,4462,111,2023
TF-82,Acceso a Vera de Erques,369,PASADO GUIA DE ISORA,54.42,1884.0,1837.0,3721,134,2023
TF-82,Acceso a Tijoco Alto,371,BARRANCO ERQUES,75.84,2260.0,2383.0,4643,122,2023
TF-82,Acceso a la Quinta,373,ENTRE TIJOCO Y TAUCHO,0.0,,,7763,192,2023
TF-82,Armeñime,375,LOS MENORES,62.94,5767.0,5659.0,11426,318,2023
TF-258,La carcel,540,CARCEL TENERIFE 2,0.0,,,1038,37,2023
TF-352,La Guancha,622,EL PIRS- LA GUANCHA,0.0,,,5666,182,2023
TF-629,Villa de Arico,732,ABADES,69.98,1265.0,1227.0,2492,93,2023
TF-316,Intersección TF-320,582,BAJADA MARITÍN-PTO CRUZ,0.0,,,10752,334,2023
VL,Plaza España,901,VIA LITORAL,51.02,10889.0,13068.0,23957,384,2023
TF-46,Rotonda TF-47,284,BJADA PUERTO DE FONSALÍA,84.32,1606.0,15173.0,16779,523,2023
TF-1,Int TF-4,1,DEPURADORA S/C,83.07,10842.0,12490.0,23332,677,2024
TF-1,Radazul,11,AÑAZA,96.53,51514.0,47936.0,99450,4149,2024
TF-1,Polígono Güímar,21,BARRANCO HONDO,91.97,47421.0,51296.0,98717,4157,2024
TF-1,Pto Güimar,27,GÜÍMAR,102.84,28643.0,31683.0,60326,3930,2024
TF-1,Arico,29,TÚNELES GÜÍMAR,102.79,17865.0,20222.0,38087,3696,2024
TF-1,Granadilla,41,EL PORÍS DE ABONA,106.3,20244.0,22771.0,43015,2587,2024
TF-1,Aeropuerto Sur,47,SAN ISIDRO,81.55,27089.0,25444.0,52533,2993,2024
TF-1,Guaza,49,AEROPUERTO SUR,90.08,40364.0,39820.0,80184,4432,2024
TF-1,Cristianos,57,LOS CRISTIANOS,102.18,42017.0,47669.0,89686,4418,2024
TF-1,Adeje,65,FAÑABE,89.74,39201.0,37630.0,76831,2135,2024
TF-1,Bajada Fonsalia,66,Los Menores,88.84,16745.0,17402.0,34147,974,2024
TF-1,Enlace Chio,67,Guía de Isora,86.67,11990.0,8632.0,20622,225,2024
TF-1,Santiago del Teide,68,TUNEL DEL BICHO,86.05,9986.0,9573.0,19559,134,2024
TF-11,San Andrés,140,DARSENA PESQUERA,75.63,6818.0,4619.0,11437,421,2024
TF-111,Carretera de Ifara,377,MIR. DE LOS CAMPITOS,0.0,,,818,18,2024
TF-111,Valle Jiménez,379,EMBALSE LOS CAMPITOS,0.0,,,1763,39,2024
TF-111,Camino de la Piterita,381,VALLES TABARES,0.0,,,3043,68,2024
TF-111,La Cuesta,383,LA PITERITA V. TABARES,0.0,,,5218,117,2024
TF-113,Vía de Ronda,385,CAMINO LAS PERAS,47.42,2245.0,1899.0,4144,232,2024
TF-113,Las Mercedes,387,JARDINA,0.0,,,5856,131,2024
TF-114,Final Pico del Inglés,389,PICO DEL INGLÉS,0.0,,,625,14,2024
TF-12,Acceso a Taganana,143,SAN ANDRES ROSA GRANDE,40.33,795.0,717.0,1512,95,2024
TF-12,Acceso a Chamorga,145,PAS. CRUCE TAGANANA,0.0,,,798,29,2024
TF-12,Acceso a Afur,147,ANTES CRUCE AFUR,0.0,,,964,35,2024
TF-12,Acceso a las Carboneras,149,ANTES CRU.CARBONERAS,0.0,,,1232,28,2024
TF-12,Pico del Inglés,151,ANTES CRU.PICO INGLE,0.0,,,1568,35,2024
TF-12,Acceso a los Batanes,153,CRUZ DEL CARMEN,0.0,,,2465,55,2024
TF-12,Las Mercedes,155,CANTERAS (RISQUETES),0.0,,,2943,66,2024
TF-12,Las Canteras,157,LAS CANTERAS,0.0,,,4576,102,2024
TF-121,Cantera de Piqué,393,ANTES DEL SUCULUM,0.0,,,1932,71,2024
TF-121,Acceso a Las Gaviotas,395,LAS GAVIOTAS,0.0,,,1695,62,2024
TF-121,Igueste de San Andrés,397,IGUESTE DE SAN ANDRES,0.0,,,746,27,2024
TF-123,Acceso a Lomo de las Bodegas,401,BAILADERO-CHAMORGA,0.0,,,286,11,2024
TF-123,Chamorga,403,CHAMORGA,0.0,,,145,5,2024
TF-125,Lomo de las Bodegas,405,LOMO DE LAS BODEGAS,0.0,,,54,2,2024
TF-13,Mercado de La Laguna,159,VIA RONDA,63.16,15754.0,15697.0,31451,1126,2024
TF-13,Las Mercedes,163,EL BRONCO,0.0,,,22582,506,2024
TF-13,Acceso a La Laguna,165,LA VEGA,0.0,,,19115,428,2024
TF-13,Las Canteras,167,LAS CANTERAS,0.0,,,22059,494,2024
TF-13,Pedro Alvarez,169,CRUCE PEDRO ALVAREZ,0.0,,,27777,622,2024
TF-13,Tegueste,171,TEGUESTE (PAÑUELAS),52.86,8180.0,9817.0,17997,403,2024
TF-13,Variante Tejina,173,TEJINA (ASOMADA),0.0,,,16746,375,2024
TF-13,Tejina,174,TEJINA (VARIANTE),48.64,5333.0,4975.0,10308,305,2024
TF-13,Bajamar,175,TEJINA (CH.MANISERO),0.0,,,13752,308,2024
TF-13,Punta del Hidalgo,177,BAJAMAR,0.0,,,6955,156,2024
TF-134,Taganana,407,TAGANANA ANTES TÚNEL,33.6,639.0,636.0,1275,51,2024
TF-134,Benijos,409,PLAYA ALMACIGA,0.0,,,1042,38,2024
TF-136,Afur,415,A ROQUE NEGRO,0.0,,,300,11,2024
TF-138,Taborno,417,A TABORNO,0.0,,,166,6,2024
TF-141,Pedro Alvarez,419,A PEDRO ALVAREZ,0.0,,,2114,47,2024
TF-143,El Batán,421,A EL BATAN,0.0,,,454,10,2024
TF-145,Aceso a Taborno,423,PICO DEL INGLES,0.0,,,438,10,2024
TF-145,Las Carboneras,425,A LAS CARBONERAS,0.0,,,257,9,2024
TF-152,Enlace del Aeropuerto,426,SAN LAZARO,0.0,5803.0,10503.0,16306,312,2024
TF-152,Aeropuerto de Los Rodeos,427,HOYA D. CAMELLO-LAGUNA,52.66,4220.0,5312.0,9532,593,2024
TF-152,Acceso a el Portezuelo,429,PORTEZUELO ALTO,0.0,7742.0,8699.0,16441,315,2024
TF-152,Enlace TF-5,431,ERMITA CRUZ CHICA,37.17,6308.0,5595.0,11903,228,2024
TF-152,Acceso a Guamasa,435,ANTES CRUCE TF-156,0.0,,,19032,365,2024
TF-152,Acceso a Aguagarcía,437,LA CARIDAD,0.0,,,8378,160,2024
TF-152,El Sauzal,445,EL SAUZAL,0.0,,,5816,111,2024
TF-154,Acceso a depósito regulador de Valle Mol,447,EL PORTEZUELO,0.0,5060.0,4649.0,9709,186,2024
TF-154,Tegueste,449,EL SOCORRO,0.0,,,6271,140,2024
TF-156,Camino de acceso a Garimba,451,GUAMASA- BOQUERÓN,0.0,,,11727,225,2024
TF-156,Valle Guerra,453,BOQUERÓN- INST. ICIA,0.0,,,4658,89,2024
TF-16,Valle Guerra,185,DEPURADORA (VALLE GUERRA),0.0,,,8680,194,2024
TF-16,Acceso a Guamasa,183,VALLE GUERRA-CABRERA,0.0,,,9504,213,2024
TF-16,Tacoronte,179,TACORONTE-GUARDIA CIVIL,36.05,6021.0,7591.0,13612,433,2024
TF-161,Acceso a Jover,455,DESTILERIA COCAL,0.0,,,1644,37,2024
TF-161,La Barranquera,457,BAJADA SALINA-V. GUERRA,0.0,,,742,17,2024
TF-163,Acceso a Tacoronte,459,ANTES CRUCE EL PRIS,0.0,,,1015,23,2024
TF-163,El Pris,461,EL PRIS CLUB TAGORO,0.0,,,1460,33,2024
TF-165,Acceso a Mesa del Mar,463,ESC. AGRARIA TACORONTE,0.0,,,2522,56,2024
TF-165,Juán Fernádez,465,JUAN FERNANDEZ,0.0,,,1247,28,2024
TF-174,La Victoria,469,PAS. A PUNTILLO SOL,0.0,,,1921,73,2024
TF-176,El Rincón,471,A EL BOYUYO,0.0,,,1946,74,2024
TF-2,Muñeco Nieve,69,CUEVAS BLANCAS,63.67,31833.0,30157.0,61990,2231,2024
TF-2,TF-5,75,AL CAMPO LA LAGUNA,48.88,27366.0,27542.0,54908,1258,2024
TF-21,TF-211,187,MIRADOR DE HUMBOLDT,0.0,,,5392,206,2024
TF-21,Acceso a San Antonio,189,OROTAVA LA FLORIDA,0.0,,,13708,365,2024
TF-21,Acceso a Benijos,191,LA OROTAVA.(CHASNA),0.0,,,3561,95,2024
TF-21,El Portillo,193,LA CALDERA,0.0,,,1780,47,2024
TF-21,Boca de Tauce,195,TELEFÉRICO,53.59,1298.0,1255.0,2553,129,2024
TF-21,Vilaflor,197,ANTES DE VILAFLOR,0.0,,,1585,30,2024
TF-21,Acceso a el Frontón,199,VILAFLOR-EL PILÓN,0.0,,,1007,27,2024
TF-21,Cruz de Tea,200,CRUZ DE TEA,0.0,,,465,12,2024
TF-21,Granadilla,201,GRANADILLA-CAMPO FUTBOL,0.0,,,1683,45,2024
TF-211,Orotava,485,RAMAL A LA OROTAVA,0.0,,,27410,730,2024
TF-213,Autopista del Norte,487,INICIO TF-213 LA VICTORIA,0.0,,,3298,126,2024
TF-213,Santa Ursula,489,EL CAÑÓN-SANTA ÚRSULA,0.0,,,6773,259,2024
TF-215,Final Zona Urbana de La Matanza,491,LA MATANZA MAJUELOS,0.0,,,3127,119,2024
TF-215,Autopista del Norte,493,FABRICA MÁRMOL-SAUZAL,0.0,,,605,23,2024
TF-217,La Matanza,495,LA MATANZA FUE. LOMO,33.68,7280.0,7041.0,14321,547,2024
TF-217,La Matanza,496,TOSCA DE GUIA-MATANZA,0.0,,,10499,401,2024
TF-217,La Victoria,497,ANTE CRUC-TF-213-VICTORIA,0.0,,,8168,312,2024
TF-217,Santa Ursula,499,VICTORIA PTE HIERRO,0.0,,,7622,291,2024
TF-217,La Corujera,500,ANTES DE LA CORUJERA,0.0,,,19118,730,2024
TF-217,Cuesta de La Villa,501,EL PINITO-SANTA URSULA,0.0,,,10615,329,2024
TF-217,Autopista del Norte,503,CUESTA LA VILLA,0.0,,,2791,107,2024
TF-226,El Bicho,505,ESPERANZA HUER.BICHO,0.0,,,903,31,2024
TF-226,Agua García,507,COLEGIO AGUAGARCIA,0.0,,,1354,26,2024
TF-228,El Cantillo,509,AGUAGARCIA CASAS ALTAS,0.0,,,2302,44,2024
TF-235,Cruz Chica,511,CRUZ CHICA P.CARRET,0.0,5077.0,4797.0,9874,189,2024
TF-235,Campo de Golf,513,SUPREMA-CRUZ CHICA,47.74,3575.0,3104.0,6679,192,2024
TF-237,Acceso a la Esperanza,515,CRUZ CHICA-EL ORTIGAL,0.0,5064.0,4867.0,9931,190,2024
TF-237,Acceso a el Cantillo,517,BCO L. LAJAS-TACORONTE,0.0,,,5586,107,2024
TF-237,Agua García,519,AGUAGARCIA CR.TF-228,0.0,,,5818,111,2024
TF-24,Acceso a Llano del Moro,202,Túnel de la Tf-24,62.62,9088.0,8337.0,17425,894,2024
TF-24,Camino el Mataero,203,BALDIOS-PANASCA,52.01,8842.0,8918.0,17760,600,2024
TF-24,La Esperanza,205,ESPERANZA-HORNILLO,0.0,,,8856,299,2024
TF-24,Acceso a Las Rosas,207,LA ESPERANZA.(CASA FORESTAL),0.0,,,3457,117,2024
TF-24,Las Raices,209,ESPERANZA CRUCE TF-276,0.0,,,2221,75,2024
TF-24,Acceso a Arafo,211,ANTES CRUCE LOS LOROS,0.0,,,976,33,2024
TF-24,Izaña,213,PASADO CRUCE LOS LOROS,0.0,,,893,30,2024
TF-24,El Portillo,215,PORTILLO VIEJO LAGUNA,0.0,,,1243,33,2024
TF-245,Arafo,523,ARAFO (LA HIDALGA),0.0,,,6114,98,2024
TF-247,Acceso a Malpaís,525,A MALPAIS,0.0,,,1392,22,2024
TF-247,Acceso a Las Cuevecitas,527,A LAS CUEVECITAS,0.0,,,772,12,2024
TF-247,Araya,529,ANTES DE ARAYA,0.0,467.0,448.0,915,15,2024
TF-247,Carretera General del Sur,531,LA PUNTA-ARAYA,0.0,,,1659,27,2024
TF-252,Intersección TF-4122 con ramal de enlace,533,ANTES COLEG. IGUESTE,0.0,,,623,10,2024
TF-252,Acceso a Carretera General,535,DESPUÉS COLEG. IGUESTE,0.0,,,2970,48,2024
TF-254,Barranco Hondo,537,A BARRANCO HONDO,0.0,,,3628,58,2024
TF-256,El Tablero,539,EL TABLERO,0.0,,,7819,179,2024
TF-263,Geneto,543,POLVORÍN GENETO,0.0,,,5254,120,2024
TF-265,Acceso a la Esperanza,545,LA LAGUNA C. NURIANA,0.0,,,7456,252,2024
TF-265,Acceso al cementerio de San Luis,547,CIUDAD DEPORTIVA TEN.,0.0,,,10921,369,2024
TF-265,Llano del Moro,549,LLANO DEL MORO,0.0,,,5246,120,2024
TF-272,Llano del Moro,553,EL SOBRADILLO,0.0,,,5109,117,2024
TF-272,La Esperanza,555,LLANO MORO-ESPERANZA,0.0,,,2982,101,2024
TF-274,Escuela Hogar,557,PREVENTORIO-ESPERANZA,0.0,,,1300,44,2024
TF-276,Las Raices,559,LAS RAICES,0.0,,,222,8,2024
TF-28,Acceso a el Tablero,217,ANTES CRUCE S. MARIA M.,0.0,,,10665,244,2024
TF-28,Tabaiba,220,PASANDO CRUCE EL TABLERO,0.0,,,4693,108,2024
TF-28,Barranco Hondo,221,TABAIBA-BCO. HONDO,0.0,,,995,16,2024
TF-28,Acceso Autopista del Sur,223,BCO. HONDO-GASOLINERA,0.0,,,4235,68,2024
TF-28,Caletillas,224,CUESTA LAS TABLAS,0.0,,,599,10,2024
TF-28,Igueste de Candelaría,225,PASADO ACCESO CALETILLAS,0.0,,,1351,22,2024
TF-28,Araya,227,URB. BRILLASOL,0.0,,,1905,31,2024
TF-28,Acceso a Candelaría,229,BARRANCO DE AROBA,0.0,,,4077,66,2024
TF-28,Malpaís de Candelaría,231,LA PEDRERA (ARAFO),0.0,,,1095,18,2024
TF-28,La Hidalga,233,ANTES SUBIDA ARAFO,0.0,,,2564,41,2024
TF-28,Acceso a Arafo,235,ARAFO (HIDALGA),0.0,,,16004,258,2024
TF-28,Güímar,237,SAN FRANCISCO JAVIER,0.0,,,10588,171,2024
TF-28,El Escobonal,239,GÜÍMAR(EL BADEN),0.0,,,2498,40,2024
TF-28,Acceso a la Zarza,241,ANTES DE SUBIDA LA ZARZA,0.0,,,922,15,2024
TF-28,Fasnia,243,ANTES DE FASNIA,0.0,,,1363,22,2024
TF-28,Acceso a El Bueno,245,LAS CASITAS (ARICO),0.0,,,339,5,2024
TF-28,Arico Viejo,247,ANTES DE ARICO VIEJO,0.0,,,706,11,2024
TF-28,Bajada al Poris,249,TEGUEDITE,0.0,,,1516,24,2024
TF-28,Arico,250,PASANDO VILLA DE ARICO,0.0,,,2477,40,2024
TF-28,Chimiche,251,ANTES CHIMICHE,0.0,,,1190,32,2024
TF-28,Acceso a las Palomas,253,DESPUÉS CHIMICHE,0.0,,,2079,55,2024
TF-28,Los Blanquitos,255,ANTES LOS BLANQUITOS,0.0,,,918,24,2024
TF-28,Granadilla,257,ANTES DE GRANADILLA,0.0,,,1784,48,2024
TF-28,Charco del Pino,258,ANTES CHARCO DEL PINO,0.0,,,4255,113,2024
TF-28,Acceso a el Frontón,259,ANTES DEL CRUCE FRONTON,0.0,,,2393,64,2024
TF-28,San Miguel,261,ANTES SAN MIGUEL,0.0,,,3521,94,2024
TF-28,El Roque,263,TAMAIDE (SAN MIGUEL),0.0,,,4445,118,2024
TF-28,Valle San Lorenzo,265,EL ROQUE SAN MIGUEL,0.0,,,3140,84,2024
TF-28,La Camella,267,LA FLORIDA (V S LORENZO),0.0,4651.0,3941.0,8592,61,2024
TF-28,Acceso a Arona,269,ANTE DE CHAYOFA ARONA,0.0,,,15748,132,2024
TF-28,Autopista del Sur,271,HOSPITAL DEL SUR,27.29,13230.0,13565.0,26795,225,2024
TF-281,La Hidalga,561,EL VOLCAN,36.41,8487.0,8714.0,17201,277,2024
TF-283,Autopista del Sur,563,CANDELARIA AROBA,0.0,,,8483,137,2024
TF-287,Barranco Hondo,567,BARRANCO HONDO CRUCE TF-1,0.0,,,5140,83,2024
TF-29,TF-5,272,C. SANTA LASTENIA,49.15,17368.0,13062.0,30430,1223,2024
TF-293,Barranco Grande,569,SANTA MARIA DEL MAR,0.0,2259.0,1206.0,3465,79,2024
TF-31,Acceso a el Botánico,273,PICO VIEJO,60.46,13008.0,12323.0,25331,1035,2024
TF-31,Pto. de la Cruz (Martianez),275,PTO.CRUZ (MARTIANEZ),0.0,,,11577,473,2024
TF-312,Puerto de la Cruz,573,PTO.CRUZ (BOTANICO),0.0,,,16947,692,2024
TF-312,Acceso a las Dehesas,575,CRUC. L DEHESAS-PTO CRUZ,0.0,11012.0,8026.0,19038,618,2024
TF-312,Las Arenas,577,ARENAS,0.0,,,19517,634,2024
TF-315,Camino del Burgado,579,PTO CRUZ-DEHESA BAJA,0.0,,,5088,165,2024
TF-320,Acceso a el Puerto de la Cruz,583,LIDL- LAS ARENAS,0.0,,,17964,734,2024
TF-320,Enlace TF-316,585,COLE. CASA AZUL,0.0,5781.0,6746.0,12527,334,2024
TF-320,La Zamora,587,PARQUE CARRETERAS LOS REALEJOS,0.0,,,8706,283,2024
TF-324,Los Realejos,591,CRUZ SANTA-LOS REALEJOS,0.0,,,8185,218,2024
TF-326,Benijos,593,LA PIÑERA-PALO BLANCO,0.0,,,3821,102,2024
TF-326,Acceso a la Orotava,599,CENTRO MÉDICO-BENIJO,0.0,,,1525,41,2024
TF-333,La Montañeta,601,AL CAMPO LA VILLA,0.0,,,11764,313,2024
TF-333,Los Realejos,603,MONASTERIO REALEJOS,0.0,,,14706,392,2024
TF-342,Icod el Alto,607,REALEJOS-PRINCIPES,0.0,2810.0,2439.0,5249,140,2024
TF-342,Acceso a San Juán de la Rambla,609,BCO CABRERA-S J RAMBLA,0.0,,,2654,86,2024
TF-342,La Guancha,611,ANTES DE LA GUANCHA,0.0,,,6051,178,2024
TF-342,Icod,613,LA MANCHA A LA GUANCHA,0.0,,,2238,51,2024
TF-344,La Guancha,615,CASA FORESTAL- GUANCHA,0.0,,,194,6,2024
