carretera_codigo,tramo_nombre,estacion_id,estacion_nombre,velocidad_media,imd_ascendentes,imd_descendentes,imd_total,imd_pesados
TF-28,Acceso Autopista del Sur,223,BCO. HONDO-GASOLINERA,0.0,,,4235,68
TF-28,Caletillas,224,CUESTA LAS TABLAS,0.0,,,599,10
TF-28,Igueste de Candelaría,225,PASADO ACCESO CALETILLAS,0.0,,,1351,22
TF-28,Araya,227,URB. BRILLASOL,0.0,,,1905,31
TF-28,Acceso a Candelaría,229,BARRANCO DE AROBA,0.0,,,4077,66
TF-28,Malpaís de Candelaría,231,LA PEDRERA (ARAFO),0.0,,,1095,18
TF-28,La Hidalga,233,ANTES SUBIDA ARAFO,0.0,,,2564,41
TF-28,Acceso a Arafo,235,ARAFO (HIDALGA),0.0,,,16004,258
TF-28,Güímar,237,SAN FRANCISCO JAVIER,0.0,,,10588,171
TF-28,El Escobonal,239,GÜÍMAR(EL BADEN),0.0,,,2498,40
TF-28,Acceso a la Zarza,241,ANTES DE SUBIDA LA ZARZA,0.0,,,922,15
TF-28,Fasnia,243,ANTES DE FASNIA,0.0,,,1363,22
TF-28,Acceso a El Bueno,245,LAS CASITAS (ARICO),0.0,,,339,5
TF-28,Arico Viejo,247,ANTES DE ARICO VIEJO,0.0,,,706,11
TF-28,Bajada al Poris,249,TEGUEDITE,0.0,,,1516,24
TF-28,Arico,250,PASANDO VILLA DE ARICO,0.0,,,2477,40
TF-28,Chimiche,251,ANTES CHIMICHE,0.0,,,1190,32
TF-28,Acceso a las Palomas,253,DESPUÉS CHIMICHE,0.0,,,2079,55
TF-28,Los Blanquitos,255,ANTES LOS BLANQUITOS,0.0,,,918,24
TF-28,Granadilla,257,ANTES DE GRANADILLA,0.0,,,1784,48
TF-28,Charco del Pino,258,ANTES CHARCO DEL PINO,0.0,,,4255,113
TF-28,Acceso a el Frontón,259,ANTES DEL CRUCE FRONTON,0.0,,,2393,64
TF-28,San Miguel,261,ANTES SAN MIGUEL,0.0,,,3521,94
TF-28,El Roque,263,TAMAIDE (SAN MIGUEL),0.0,,,4445,118
TF-28,Valle San Lorenzo,265,EL ROQUE SAN MIGUEL,0.0,,,3140,84
TF-28,La Camella,267,LA FLORIDA (V S LORENZO),0.0,4651,3941,8592,61
TF-28,Acceso a Arona,269,ANTE DE CHAYOFA ARONA,0.0,,,15748,132
TF-28,Autopista del Sur,271,HOSPITAL DEL SUR,27.29,13230,13565,26795,225
TF-281,La Hidalga,561,EL VOLCAN,36.41,8487,8714,17201,277
TF-283,Autopista del Sur,563,CANDELARIA AROBA,0.0,,,8483,137
TF-287,Barranco Hondo,567,BARRANCO HONDO CRUCE TF-1,0.0,,,5140,83
TF-29,TF-5,272,C. SANTA LASTENIA,49.15,17368,13062,30430,1223
TF-293,Barranco Grande,569,SANTA MARIA DEL MAR,0.0,2259,1206,3465,79
TF-31,Acceso a el Botánico,273,PICO VIEJO,60.46,13008,12323,25331,1035
TF-31,Pto. de la Cruz (Martianez),275,PTO.CRUZ (MARTIANEZ),0.0,,,11577,473
TF-312,Puerto de la Cruz,573,PTO.CRUZ (BOTANICO),0.0,,,16947,692
TF-312,Acceso a las Dehesas,575,CRUC. L DEHESAS-PTO CRUZ,0.0,11012,8026,19038,618
TF-312,Las Arenas,577,ARENAS,0.0,,,19517,634
TF-315,Camino del Burgado,579,PTO CRUZ-DEHESA BAJA,0.0,,,5088,165
TF-320,Acceso a el Puerto de la Cruz,583,LIDL- LAS ARENAS,0.0,,,17964,734
TF-320,Enlace TF-316,585,COLE. CASA AZUL,0.0,5781,6746,12527,334
TF-320,La Zamora,587,PARQUE CARRETERAS LOS REALEJOS,0.0,,,8706,283
TF-324,Los Realejos,591,CRUZ SANTA-LOS REALEJOS,0.0,,,8185,218
TF-326,Benijos,593,LA PIÑERA-PALO BLANCO,0.0,,,3821,102
TF-326,Acceso a la Orotava,599,CENTRO MÉDICO-BENIJO,0.0,,,1525,41
TF-333,La Montañeta,601,AL CAMPO LA VILLA,0.0,,,11764,313
TF-333,Los Realejos,603,MONASTERIO REALEJOS,0.0,,,14706,392
TF-342,Icod el Alto,607,REALEJOS-PRINCIPES,0.0,2810,2439,5249,140
TF-342,Acceso a San Juán de la Rambla,609,BCO CABRERA-S J RAMBLA,0.0,,,2654,86
TF-342,La Guancha,611,ANTES DE LA GUANCHA,0.0,,,6051,178
TF-342,Icod,613,LA MANCHA A LA GUANCHA,0.0,,,2238,51
TF-344,La Guancha,615,CASA FORESTAL- GUANCHA,0.0,,,194,6
TF-351,San José,617,SAN JUAN DE LA RAMBLA,0.0,,,2966,96
TF-351,La Guancha,621,SAN JOSE,0.0,,,1269,41
TF-353,La Guancha de Abajo,623,EL CONVENTO,0.0,,,2029,66
TF-366,El Amparo,629,EL AMPARO,0.0,,,5648,127
TF-366,La Vega,631,AMPARO LOS BARROS,0.0,,,3721,84
TF-373,Acceso a el Amparo,633,DE TF-82 A LA VEGA,0.0,,,417,9
TF-373,San José de los Llanos,635,LA VEGA,0.0,,,2942,66
TF-373,Puerto de Erjos,641,ERJOS-SAN JOSE DE LOS LLANOS,0.0,,,3682,83
TF-375,Arguayo,643,DEL ANILLO I. A L MANCHAS,0.0,,,852,19
TF-375,Chio,645,CHIO CAMPO FUTBOL,0.0,,,1000,28
TF-38,Chio,277,CHIO-BOCA TAUCE,0.0,,,2898,81
TF-4,Autopista del sur,81,VIA DE PENETRACIÓN,78.04,17939,15639,33578,2646
TF-414,Playa de San Marcos,647,ICOD-SAN MARCOS,0.0,,,2948,67
TF-42,Icod,135,BUEN PASO,63.92,12045,11312,23357,880
TF-42,La Centinela,137,ICOD EL EMPALME,0.0,,,21966,496
TF-42,San Marcos,139,CRUCE SAN MARCOS,67.68,6734,7402,14136,319
TF-42,Garachico,279,TÚNEL GUINCHO,58.77,5989,6342,12331,148
TF-42,Los Silos,281,GARACHICO-LOS SILOS,0.0,,,12367,279
TF-42,Buenavista,283,LOS SILOS-BUENAVISTA,0.0,,,9040,204
TF-421,El Tanque,649,LAS CRUCES,0.0,,,1219,28
TF-421,San Juán del Reparo,653,DE TANQUE BAJO A TF-82,0.0,,,1235,28
TF-423,Tierra del Trigo,655,A TIERRA DEL TRIGO,0.0,,,1280,29
TF-436,Acceso a Los Carrizales,657,EL PALMAR,0.0,1132,930,2062,47
TF-436,Masca,663,LAS PORTELAS,0.0,,,826,19
TF-436,Santiago del Teide,665,A SANTIAGO DEL TEIDE,0.0,,,1907,43
TF-445,Faro de Teno,669,FARO DE TENO-CARDON,0.0,,,734,17
TF-454,Acceso a Alcalá,671,A LOS GIGANTES,0.0,,,5439,195
TF-454,Puerto de Santiago,673,TAMAIMO A CRUC. GIGANTES,0.0,,,6539,234
TF-463,TF-1,674,DE GUIA DE ISORA A TF-1,0.0,,,7930,220
TF-463,Playa de San Juán,675,PLAYA SAN JUAN,0.0,,,703,25
TF-465,Acceso Urbanización Lago Abama,677,CHIQUITA INICIO TF-465,0.0,,,1044,37
TF-465,Carretera General del Sur,679,C. VERA  ERQUES CON TF-1,0.0,,,3079,86
TF-465,Acceso a Tejina de Guía,681,SUBIDA VERA DE ERQUES,0.0,,,577,16
TF-465,Vera de Erques,683,VERA DE ERQUES,0.0,,,778,22
TF-47,Acceso a Callao Salvaje,285,ARMEÑIME-PEDREGALES,49.57,12302,13592,25894,928
TF-47,Acceso a Vera de Erques,289,PASADO CALLAO SALVAJE,0.0,,,6452,231
TF-47,Playa de San Juán,293,ANTES DE ABAMA,71.73,3298,2837,6135,532
TF-47,Alcalá,295,PLAYA SAN JUAN-ALCALA,0.0,,,12655,454
TF-47,Acceso a Playa de la Arena,297,PASADO ALCALA-JAQUITA,0.0,,,15266,547
TF-47,Acceso a Los Gigantes,299,ANTES CRUCE L. GIGANTES,51.4,1881,3039,4920,165
TF-481,San Eugenio,684,BCO TROYA-LAS AMERICAS,0.0,,,30544,925
TF-5,Piscina Municipal,82,TÚNEL 3 DE MAYO,44.95,22367,1745,24112,873
TF-5,Autopista del Sur,83,SOMOSIERRA,91.23,44269,36915,81184,1063
TF-5,Al Campo,85,HOSPITAL RESIDENCIA,85.75,50209,50507,100716,2034
TF-5,Padre Anchieta,93,CAMPUS GUAJARA,92.75,58946,47956,106902,1969
TF-5,Aeropuerto de Los Rodeos,99,BOMBEROS LA LAGUNA,84.87,52133,57340,109473,3640
TF-5,El Sauzal,103,ERMITA CRUZ CHICA,97.28,44366,45054,89420,2480
TF-5,Puerto de La Cruz,111,LA MATANZA,74.51,38160,35611,73771,2788
TF-5,Los Realejos,123,LA OROTAVA,93.33,33376,35808,69184,1842
TF-5,Final Tramo Desdoblado,131,BCO EL PATRONATO,79.71,14698,16087,30785,1000
TF-5,San Juan de La Rambla,133,LOS REALEJOS-SOCORRO,71.22,18139,18120,36259,1392
TF-5,Santo Domingo,134,SANTA CATALINA,72.86,17032,17384,34416,979
TF-5,Las Lajas,136,EL PEDREGAL,118.97,5519,5125,10644,926
TF-5,el Tanque,138,EL AMPARO,109.17,4445,4418,8863,812
TF-51,Arona,301,LA CAMELLA-ARONA,0.0,2318,2267,4585,39
TF-51,Acceso a Ifonche,303,ARONA - LAS CASAS,0.0,1016,834,1850,12
TF-51,La Escalona,305,LA ESCALONA,0.0,,,1709,14
TF-51,Camino Real (a La Escalona),307,PASADO LA ESCALONA,0.0,,,1493,13
TF-51,Vilaflor,309,COOPERATIVA VILAFLOR,0.0,,,1577,13
TF-514,Izaña,685,IZAÑA,0.0,,,383,13
TF-523,La Cumbre,687,ARAFO LOS LOROS,0.0,,,1975,32
TF-525,Arafo,689,ARAFO (CHOGO),0.0,,,4610,74
TF-532,La Zarza,691,ANTES DE LA ZARZA,0.0,,,394,6
TF-532,La Sombrera,693,SABINA ALTA,0.0,,,391,6
TF-534,El Bueno,695,EL BUENO DESDE TF-28,0.0,,,98,2
TF-555,Las Vegas,697,A LAS VEGAS,0.0,,,613,16
TF-561,El Frontón,699,EL FRONTON,0.0,,,632,17
TF-563,Calle El Portillo,701,SUBIDA EL FRONTON,0.0,,,1739,46
TF-563,Acceso a el Frontón,703,PASADO EL FRONTON,0.0,,,921,25
TF-563,Vilaflor,705,COOPERATIVA-VILAFLOR,0.0,,,719,19
TF-565,Acceso a Jama,707,EL ROQUE,0.0,,,1207,32
TF-565,La Escalona,709,JAMA-LA ESCALONA,0.0,,,722,6
TF-567,Ifonche,711,LA ESCALONA-IFONCHE,0.0,,,594,5
TF-583,Taucho,713,A TAUCHO,0.0,,,1680,47
TF-585,Tijoco de Arriba,715,TIJOCO ALTO,0.0,,,1073,30
TF-61,Autopista del Sur,311,DE GÜIMAR A LA TF-1,52.05,5878,6388,12266,246
TF-61,Puerto de Guímar.,313,TF-1-EL PUERTITO,0.0,,,17018,274
TF-616,Los Barrancos,718,LA CALETA,0.0,,,706,11
TF-616,El Tablado,719,A EL TABLADO,0.0,,,525,8
TF-617,El Escobonal,721,EL ESCOBONAL,0.0,,,1544,25
TF-620,Fasnia,723,LOS ROQUES,0.0,,,1806,29
TF-620,Fasnia,724,FASNIA (HOYA PERERA),0.0,,,1058,17
TF-622,Acceso a Icor,725,CARRETERA ICOR,0.0,,,1470,24
TF-625,Autopista del Sur,727,ARICO (TOSCONITO),0.0,,,3493,56
TF-627,Villa de Arico,731,EL PORIS CAR.EL LOMO,0.0,,,201,3
TF-631,TF-632,734,San Miguel e Tajao,0.0,,,1043,32
TF-632,San Miguel de Tajao,733,A S. MIGUEL DE TAJAO,0.0,,,3128,95
TF-636,Carretera Municipal a El Salto,737,SAN ISIDRO EL SALTO,0.0,1816,1830,3646,97
TF-636,Acceso a los Blanquitos,739,CUEVA GACHA,56.24,1693,1823,3516,88
TF-636,Chimiche,741,HOYA SUAREZ,0.0,,,1371,37
TF-638,Los Blanquitos,743,LOS BLANQUITOS TF-28,0.0,,,1024,27
TF-64,Acceso a las Palomas,315,GRANADILLA-CRUCE CHARCO EL PINO,0.0,,,14119,376
TF-64,Autopista del Sur,319,SAN ISIDRO-P. CARRETERAS,65.19,6914,6568,13482,359
TF-64,Acceso a Los Abrigos,323,TF-1 - CRUCE LA TEJITA,48.41,10467,10817,21284,547
TF-64,El Médano,325,EL MEDANO,0.0,,,21079,638
TF-643,Acceso Urbanización La Mareta,745,MEDANO LA TEJITA,0.0,,,7935,240
TF-643,Los Abrigos,749,ABRIGOS (AGUADULCE),0.0,,,7973,241
TF-645,El Guincho,751,CARRETERA ATOGO,0.0,,,2358,71
TF-647,Acceso a Charco del Pino,753,CHARCO DEL PINO,0.0,,,9976,266
TF-647,Las Socas,755,LAS ZOCAS,0.0,,,7618,203
TF-65,Acceso a Las Socas,327,SAN MIGUEL- CRUCE LAS ZOCAS,0.0,,,6407,171
TF-65,Acceso a Aldea Blanca,329,ANTES CRUCE ALDEA BLANCA,0.0,,,14781,394
TF-65,Autopista del Sur,331,PASADO CRUCE ALDEA BLANCA,0.0,,,15656,417
TF-65,El Guincho,333,AMARILLA-CRUCE ATOGO,0.0,,,13031,395
TF-65,Los Abrigos,335,LOS ABRIGOS,0.0,,,14879,451
TF-652,Guargacho,757,ANTES DE GUARGACHO,0.0,,,21760,659
TF-652,Acceso a Costa de el Silencio,759,LLANOS DE GUARGACHO,0.0,,,12765,387
TF-652,Las Galletas,761,LAS ROSAS,0.0,,,16940,513
TF-653,Guaza,763,MAJADA HONDA,0.0,,,11759,356
TF-655,Acceso a Guargacho,765,POL IND LAS CHAFIRAS,0.0,,,22931,611
TF-655,Parque de la Reina,767,KARTING DEL SUR,0.0,,,9081,275
TF-655,Guaza,769,EL CHO,0.0,3672,3500,7172,217
TF-655,Los Cristianos,773,LOS CRISTIANOS,68.81,6689,5883,12572,410
TF-657,Acceso a Las Galletas,775,ALDEA BLANCA,0.0,,,9023,240
TF-657,Acceso a Valle de San Lorenzo,779,BUZANADA CAMPO FUTBOL,0.0,,,5885,109
TF-657,Cabo Blanco,781,CABO BLANCO,0.0,,,12268,241
TF-657,La Camella,783,LA CAMELLA,0.0,,,11372,218
TF-66,Buzanada,337,VALLE SAN LORENZO-BUZANADA,0.0,,,11540,97
TF-66,Final Zona Urbana de Guaza,339,BUZANADA-TF-1,0.0,,,18479,155
TF-66,Acceso a Guargacho,343,GUAZA-CRUCE TF-653,75.85,13428,14145,27573,835
TF-66,Acceso a Los Frailes,345,ANTES DEL FRAILE,0.0,,,17363,526
TF-66,Las Galletas-Playa,347,PLAYA LAS GALLETAS,0.0,,,12977,393
TF-662,Int. con TF-655,785,A CACTUS PARK,0.0,,,600,5
TF-82,Las Canales,349,ANTES DEL TUNEL ICOD,48.52,1471,1446,2917,109
TF-82,Acceso La Vega,350,ANTES DE GENOVÉS,0.0,,,2156,49
TF-82,Acceso a Garachico,351,EL TANQUE-PTO ESCONDIDO,0.0,,,3062,69
TF-82,Acceso a Tierra del Trigo,353,CAMEL PARK- EL TANQUE,0.0,,,8858,200
TF-82,Ruigomez,354,RUIGOMEZ,0.0,,,7931,179
TF-82,Erjos,355,PASANDO ERJOS,0.0,,,8351,188
TF-82,Santiago del Teide,357,ERJOS-SANTIAGO DEL TEIDE,0.0,,,11665,263
TF-82,Acceso a Arguayo,359,PASADO SANTIAGO DEL TEIDE,0.0,,,14663,331
TF-82,Tamaimo,361,ANTES DE TAMAIMO,0.0,,,3331,119
TF-82,CHIO,363,ANTES DE CHIO,0.0,,,5347,149
TF-82,Acceso a Playa de San Juán,365,ANTES GUIA ISORA,0.0,,,4488,125
TF-82,Acceso a Vera de Erques,369,PASADO GUIA DE ISORA,53.96,2044,1963,4007,170
TF-82,Acceso a Tijoco Alto,371,BARRANCO ERQUES,77.65,2539,2352,4891,135
TF-82,Acceso a la Quinta,373,ENTRE TIJOCO Y TAUCHO,0.0,,,7801,217
TF-82,Armeñime,375,LOS MENORES,64.5,5993,5690,11683,398
TF-258,La carcel,540,CARCEL TENERIFE 2,0.0,,,1241,42
TF-352,La Guancha,622,EL PIRS- LA GUANCHA,0.0,,,6790,221
TF-629,Villa de Arico,732,ABADES,74.74,1317,1227,2544,81
TF-316,Intersección TF-320,582,BAJADA MARITÍN-PTO CRUZ,0.0,,,10304,335
VL,Plaza España,901,VIA LITORAL,51.88,10731,23350,34081,940
TF-46,Rotonda TF-47,284,BJADA PUERTO DE FONSALÍA,83.68,1398,15521,16919,514
